,Unnamed: 0,id,text_review,aspect,polarity_aspect,category_aspect,all_aspects,all_categories
2213,2213,axhoIKpshih9jqOmsSr.neoVvWcy-3160071___rating_3.txt,"Decathlon Bacau este destul de redus ca spatiu fata de alte magazine dechatlon dar i-ar prinde bine un depozit mai mare (cred eu). Intr-adevar am ajuns pe finalul perioadei de promotii, dar erau rafturi goale si sau produse de aceeasi marime sau tip asezate in exces pe alocuri. Personalul nu m-a agasat cu intrebarea „va putem ajuta cu ceva ?” cand ma uitam la diferite articole, ce e drept  cred ca era cam aglomerat pentru dimensiunile magazinului. Ce e drept cam ai de toate pentru toti dar nu poate concura cu Decathlon militari (e reperul meu). Marea mea dezamagire a fost ca nu am putut sa compar (probez) perechile de bocaci pe care intentionam,  din lipsa de stoc. forclaz 500 warm = erau putin sub asteptari la capitolul impermeabilitate + prea multa blana in ei pt gustul meu; quechua trekking am gasit doar modelul albastru (cumparat, dar nu ma pot pronunta deocamdata asupra performantelor) ; flowston AIGLE nu au fost gasiti ( cred ca erau ascunsi)",Decathlon Bacau este destul de redus ca spatiu fata de alte magazine dechatlon,-1.0,magazin,Decathlon Bacau este destul de redus ca spatiu fata de alte magazine dechatlon; erau rafturi goale; produse de aceeasi marime sau tip asezate in exces pe alocuri; Personalul nu m-a agasat; cam aglomerat pentru dimensiunile magazinului; cam ai de toate pentru toti; lipsa de stoc; erau putin sub asteptari la capitolul impermeabilitate + prea multa blana in ei pt gustul meu; flowston AIGLE nu au fost gasiti; ,magazin; disponibilitate; aranjare; personal; atmosfera; varietate; disponibilitate; produs; disponibilitate; 
2222,2222,aXHSh5kEyLbcaQPCjd5g8nYluDZ4-4838883___rating_5.txt,iefitn si bun. il spal in fiecare zi si e ca nou.recomand,iefitn si bun,1.0,pret-calitate,iefitn si bun; il spal in fiecare zi si e ca nou.recomand; ,pret-calitate; produs; 
2224,2224,aXMhoI5KxTzW3SL6KZxI6F4bcJou-1451689___rating_2.txt,Produse nearanjate pe raft chiar cazute pe jos. La imbracamintea pentru schi si la pantofi pentru baschet am fost dezamagit de preturile mari si de diversitatea redusa a produselor (am ales cu greu o pereche de ghete de baschet. :((,Produse nearanjate pe raft chiar cazute pe jos,-1.0,organizare,Produse nearanjate pe raft chiar cazute pe jos; preturile mari; diversitatea redusa a produselor; ,organizare; pret; varietate; 
2227,2227,aXMPknPY26oMBgSSFzxJJjQ_Erh8-4080387___rating_3.txt,"Sunt comozi, au aderenta, dar faptul ca retin pietricele si nisip intre plasa exterioara si materialul din interior ii face uneori de detestat. Nu se usuca foarte repede, mai ales interiorul.They are comfortable, adherent sole, but that retain pebbles and sand between external net and the inside material, that makes sometimes hated. Do not dry very quickly, especially the interior.",Sunt comozi,1.0,confort,"Sunt comozi; au aderenta; retin pietricele si nisip intre plasa exterioara si materialul din interior ii face uneori de detestat; Nu se usuca foarte repede, mai ales interiorul; ",confort; aderenta; utilizare; material; 
2231,2231,axnwQfjBBopMmPUj9KPik5AsE2xq-1273443___rating_5.txt,"De cate ori vizitez magazinul sunt multumita atat de produsele pe care stiu ca le gasesc la un pret mai bun decat in alte magazine, cat si de amabilitatea personalului.",De cate ori vizitez magazinul sunt multumita,1.0,experienta,De cate ori vizitez magazinul sunt multumita; produsele pe care stiu ca le gasesc la un pret mai bun decat in alte magazine; amabilitatea personalului; ,experienta; pret; personal; 
2234,2234,axoUr9g_TwRkAD6nSMPomkIdVqNK-4730859___rating_5.txt,An dupa an am placuta experienta de a constata ca deviza Decathlon: Calitate la preturi mici/bune ... parca ,placuta experienta,1.0,experienta,placuta experienta; Calitate la preturi mici/bune; ,experienta; pret-calitate; 
2236,2236,aXT3jImn5YlUG9vrLK0k1y2dXZ6y-3216877___rating_5.txt,As prefera sa existe reguli de circulatie a copiilor cu mijloacele de locomotie.,As prefera sa existe reguli de circulatie a copiilor cu mijloacele de locomotie,0.0,experienta,As prefera sa existe reguli de circulatie a copiilor cu mijloacele de locomotie; ,experienta; 
2237,2237,axtLDEQ8TNRR97iqKXCdwLlEdtIS-2735781___rating_4.txt,Folosesc aces tip de încălțări de aproape 2ani ...joc Tenis de câmp intr-o sală cu suprafața dură și vreau să va spun că sunt aproape ca atunci când i-am cumpărat si asta in condiții de solicitare maximă.,Folosesc aces tip de încălțări de aproape 2ani,1.0,produs,Folosesc aces tip de încălțări de aproape 2ani; joc Tenis de câmp intr-o sală cu suprafața dură și vreau să va spun că sunt aproape ca atunci când i-am cumpărat si asta in condiții de solicitare maximă; ,produs; rezistenta; 
2239,2239,aXz5Q4xtSner3wfSY_L9J3ZVV7LO-4343093___rating_3.txt,"Buna ziua. Sunt un client obisnuit al magazinului din Oradea, si de aceea vizitez magazinul regulat. In ultima perioada am observat unele schimbari majore, in special la articolele de ciclism. Din pacate organizarea acestui raion lasa de dorit, pentru ca am gasit produsele in trei locuri diferite. Ceea ce cred este ca se incepe un lucru si nu se duce pana la capat si nu exista o continuitate a respectarii planului intre turele de munca. Problema stocului se adanceste, lucru care poate fi frustrant uneori, dar inteleg acest aspect avand in vedere cantitatea de marfa vanduta. Voi continua sa raman un client pentru ca imi plac produsele, iar preturile sunt atractive, plus politica de fidelizare cat si suportul online privind istoricul cumparaturilor.. mutati garderobele in apropierea hainelor pentru ca oamenii lasa hainele acolo, fiind destul de incomod sa tot mergi dintr-un capat in altul sa cauti alta marime!",organizarea acestui raion lasa de dorit,-1.0,organizare,organizarea acestui raion lasa de dorit; am gasit produsele in trei locuri diferite; Problema stocului se adanceste; imi plac produsele; preturile sunt atractive; politica de fidelizare; suportul online privind istoricul cumparaturilor; fiind destul de incomod sa tot mergi dintr-un capat in altul sa cauti alta marime; ,organizare; aranjare; disponibilitate; produs; pret; fidelizare; suport; experienta; 
2247,2247,ay.5ZNF7FhdjIfwFUmWnvr4_X2uq-4308680___rating_4.txt,"Ghete bune pentru drumetii usoare. Raportul pret-calitate este foarte bun. Bune pentru drumuri relativ netede, altfel, se simt pietrele prin talpa.........in functie de marimea lor.",Ghete bune pentru drumetii usoare,1.0,produs,Ghete bune pentru drumetii usoare; Raportul pret-calitate este foarte bun; Bune pentru drumuri relativ netede; se simt pietrele prin talpa; ,produs; pret-calitate; utilizare; utilizare; 
2251,2251,ay.N_GeOLVCB7dJZPxbOB3qnk_SO-2052961___rating_4.txt,"Am avantajul ca gasesc multe produse in acelasi loc pentru diverse sporturi. Raportul pret/calitate mi s-a parut bun, gasesti si firme de casa si firme consacrate (adidas, nike, etc).",Am avantajul ca gasesc multe produse in acelasi loc pentru diverse sporturi,1.0,varietate,Am avantajul ca gasesc multe produse in acelasi loc pentru diverse sporturi; Raportul pret/calitate mi s-a parut bun; ,varietate; pret-calitate; 
2253,2253,ay0HlkHWw2W7mhtTvrszSiCwoPmi-5921002___rating_5.txt,"Spray Neutralizare Miros Încălţăminte Mers Sportiv de la NewFeel, un raport calitate pret imbatabil, practic este la fel de bun ca produsele din farmacii care costa cel putin de trei ori mai mult",un raport calitate pret imbatabil,1.0,pret-calitate,un raport calitate pret imbatabil; practic este la fel de bun ca produsele din farmacii care costa cel putin de trei ori mai mult; ,pret-calitate; pret-calitate; 
2255,2255,ay0NPiNCuBwj3jB9alZLnAxJTIly-5500082___rating_5.txt,"Nu am gasit exact ce imi trebuia, dar per asamblu e un magazin Ok.",Nu am gasit exact ce imi trebuia,-1.0,disponibilitate,Nu am gasit exact ce imi trebuia; per asamblu e un magazin Ok; ,disponibilitate; magazin; 
2257,2257,aY152yE46VE25EuQ3Dnomkywd5J0-4445775___rating_4.txt,"ma asteptam la o varietate mai mare la capitolul traininguri, pantaloni separati de training",ma asteptam la o varietate mai mare la capitolul traininguri,-1.0,varietate,ma asteptam la o varietate mai mare la capitolul traininguri; ,varietate; 
2258,2258,ay4HszQLIWP6NFIEfyHBVuMSkpRO-5392263___rating_5.txt,Fata de Decathlon Franța și Focșani mi se pare mai slab organizat si mult mai putina marfa în Buzău !,Fata de Decathlon Franța și Focșani mi se pare mai slab organizat,-1.0,organizare,Fata de Decathlon Franța și Focșani mi se pare mai slab organizat; mult mai putina marfa în Buzău; ,organizare; disponibilitate; 
2260,2260,ayaZkzUgxyLBfjkQL0P8yIBJAypK-1872664___rating_2.txt,"Am cumpărat o bicicleta pt cel mic. Sunt 3  de când am luat-o si azi i-a căzut o pedala. Mi s-a propus sa mi se facă in card dar nu mergea imprimanta. Acum încerc sa validez contul online si nu primesc mail cu parola asociata contului.Fie duceți lipsa de personal calificat, fie își fac treaba in bătaie de joc.",Sunt 3  de când am luat-o si azi i-a căzut o pedala,-1.0,rezistenta,"Sunt 3  de când am luat-o si azi i-a căzut o pedala; Fie duceți lipsa de personal calificat, fie își fac treaba in bătaie de joc; ",rezistenta; personal; 
2262,2262,ayd28zOw2l5.I2lSP_FfuubzycTe-2984832___rating_3.txt,Angajatii nu stiu de capul lor. Vreau ceara de incaltaminte si ma trimite la MUNTE. Noroc ca este unul mai DEZGHETAT si imi explica ca acest produs este la VANATOARE,Angajatii nu stiu de capul lor,-1.0,personal,Angajatii nu stiu de capul lor; ,personal; 
2263,2263,ayGhTlT1vhECiQUKwAiOBMQfEdzK-5168596___rating_2.txt,"Lipsa roti ajutatoare, far, stop bicicleta, personal total nepregatit (pentru a regla o bicicleta copil), dezorganizare la raft.","Lipsa roti ajutatoare, far, stop bicicleta",-1.0,disponibilitate,"Lipsa roti ajutatoare, far, stop bicicleta; personal total nepregatit; dezorganizare la raft; ",disponibilitate; personal; aranjare; 
2266,2266,aYHF1A4HzRqva7Wjs9uEbowSHkBi-2723598___rating_4.txt,"Masurile mici sunt destul de putine, astfel ca se epuizeaza destul de repede. Nu suntem toti baschetbalisti. Oricum brandul nu are inca concurenta reala pe piata. Vom vedea cum veti reactiona dupa ce va mai intra inca un retailer sport pe piata.","Masurile mici sunt destul de putine, astfel ca se epuizeaza destul de repede",-1.0,marimi,"Masurile mici sunt destul de putine, astfel ca se epuizeaza destul de repede; ",marimi; 
2267,2267,ayjOXXJHN0gdVKh8g5PqNIulkvCe-1745338___rating_4.txt,"bineinteles si cu ajutor din partea angajatilor, plus informatii benefice pentru client.","bineinteles si cu ajutor din partea angajatilor, plus informatii benefice pentru client",0.0,suport,"bineinteles si cu ajutor din partea angajatilor, plus informatii benefice pentru client; ",suport; 
2268,2268,aYLCE80BS5oWogCC6R0MplN9yT4W-3831315___rating_3.txt,"produse care apar a fi in stocul magazinelor nu se gasesc la raftul acestora (vezi Pallady, Berceni). Accesoriile camping -turism gen perna gonflabila etc. etc. n-ar trebui sa lipseasca de la raft in plin sezon estival. Sper sa se remedieze situatia in viitorul apropiat.",produse care apar a fi in stocul magazinelor nu se gasesc la raftul acestora,-1.0,disponibilitate,produse care apar a fi in stocul magazinelor nu se gasesc la raftul acestora; n-ar trebui sa lipseasca de la raft in plin sezon estival; ,disponibilitate; servicii; 
2270,2270,aylEOSYMV5i0jy1vBIZBzwu411my-1417789___rating_5.txt,"per total a fost o experienta pozitiva. desi era luni seara, oamenii erau amabili si zambitori. sunt putin nedumerit de modul de afisare al pretului in unele sectiuni, gen lenjerie corp ski. nu imi dau seama exact ce produs ce pret are. plus, acelasi raion, nu tot timpul exista cate un exemplar din produs scos pe umeras, pentru a fi probat (pantaloni de corp ski). in rest toate ok, merg cu placere tot timpul aici. spor si tineti`o cel putin tot asa!",a fost o experienta pozitiva,1.0,experienta,"a fost o experienta pozitiva; oamenii erau amabili si zambitori; sunt putin nedumerit de modul de afisare al pretului in unele sectiuni; nu imi dau seama exact ce produs ce pret are; nu tot timpul exista cate un exemplar din produs scos pe umeras, pentru a fi probat; in rest toate ok; merg cu placere tot timpul aici; ",experienta; personal; aranjare; servicii; servicii; experienta; experienta; 
2277,2277,ayLVCjgbI9cGirbwGGp8nGpdcmbq-5376877___rating_1.txt,Termenul de livrare este mare iar pentru produsele ce nu sunt în stoc am fost sunat după 2 saptamani să mi spună că dacă doresc si acel proful se prelungește termenul de livrare,Termenul de livrare este mare,-1.0,livrare,Termenul de livrare este mare; pentru produsele ce nu sunt în stoc am fost sunat după 2 saptamani să mi spună că dacă doresc si acel proful se prelungește termenul de livrare; ,livrare; servicii; 
2279,2279,aYLZnuBsN0sJqFuhe1wXc.GREgja-1603523___rating_3.txt,"sunt buni , dar pentru zapada si temparaturi scazute ar trebui sa fie mai grosi .daca stai pe loc simti asfaatul umed si rece",sunt buni,1.0,produs,sunt buni; dar pentru zapada si temparaturi scazute ar trebui sa fie mai grosi; ,produs; material; 
2281,2281,aYpCFspKB3hk6axtSC9go7wiM5US-3677802___rating_3.txt,Cec-ul primit pe e-mail nu a mai fost valabil :(,Cec-ul primit pe e-mail nu a mai fost valabil,-1.0,servicii,Cec-ul primit pe e-mail nu a mai fost valabil; ,servicii; 
2282,2282,ayqo0jbYvlUd2IxEtrwXv96hGgU4-4766971___rating_4.txt,Era super aglomerat fiind in primele zile de la deschidere. In rest OK. Am gasit ce imi trebuia.,Era super aglomerat,-1.0,atmosfera,Era super aglomerat; In rest OK; Am gasit ce imi trebuia; ,atmosfera; magazin; disponibilitate; 
2285,2285,ayR06LB2VVrSBTohha8iyY66TY4O-4159734___rating_3.txt,Caut un articol pe site si as dori sa-l probez sau sa-i vad calitatea inainte de a-l cumpara si de cele mai multe ori nu il gasesc in magazinele din tara...fiind din Hunedoara...trebuie sa iau drumul Sibiului sau Timisoarei sau Clujului...dupa ce mai faci si drum de 200 de km nu gasesti nimic din ce ai vrea sa cumperi...timp si bani pierduti...,Caut un articol pe site si as dori sa-l probez sau sa-i vad calitatea inainte de a-l cumpara si de cele mai multe ori nu il gasesc in magazinele din tara,-1.0,disponibilitate,Caut un articol pe site si as dori sa-l probez sau sa-i vad calitatea inainte de a-l cumpara si de cele mai multe ori nu il gasesc in magazinele din tara; ,disponibilitate; 
2286,2286,aYT8xExMJi1n2ifU.wfUlsFJ_Sdu-1808953___rating_5.txt,O grupare mai buna a produselor in functie de sport si sex,O grupare mai buna a produselor in functie de sport si sex,-1.0,organizare,O grupare mai buna a produselor in functie de sport si sex; ,organizare; 
2287,2287,ayuYn8FMR9eN4um6Iq8pVay_YFge-4701658___rating_3.txt,"Ultima vizita nu a fost rea, a fost una normsla. Penultima in schimb a fost dezastru: cu diferente intre preturile de la raft si cele de la casa, cu atitudinea personalului de genul """"nu cred, n.avdm ce face, il luati daca vreti daca nu, nu, etc"""" Totul  a culminat cu faptul ca aveam un cec valabil de 25 de lei reducere si d.soara de la casa probabil suparata ca nu am luat tricoul care la raft era 18 lei si la casa 36, desi mi.a confirmat ca e valabil, a avut amabilitatea sa nu.l calculeze si nu l.am avut scazut din pretul total. Am vazut abia cand am ajuns acada","Ultima vizita nu a fost rea, a fost una normsla",0.0,experienta,"Ultima vizita nu a fost rea, a fost una normsla; Penultima in schimb a fost dezastru; diferente intre preturile de la raft si cele de la casa; atitudinea personalului de genul """"nu cred, n.avdm ce face, il luati daca vreti daca nu, nu, etc; ",experienta; experienta; pret; personal; 
2291,2291,ayW70Nj4kWUacbjDeZrlxyn8HWWe-4286116___rating_3.txt,"Nemultumirea mea porneste de la faptul ca aceste casti nu pot fi testate in magazin. Le-am cumparat cu reticenta, datorita sistemului de fixare in urechi. Din fericire se fixeaza bine si nu par sa cada. Le-am testat de 2 ori pe trail in padure cu bicicleta. Nu le-am testat inca la alergare. In schimb, odata ce faci pairing cu un telefon care are un mar pe spate (nu imi este permis sa dau numele producatorului) observi cateva dezavantaje: NU poti efectua apel prin apasare dubla pe buton, NU poti sa te conectezi cu Siri prin apasare lunga pe buton. Practic, poti sa raspunzi - desi e destul de dificil, poti sa dai drumul la muzica si sa schimbi volumul. Chiar si acceptarea apelurilor e o problema, eu inca dau reject - nu stiu cum reusesc acest lucru.Negativ: conectivitate redusa cu IPhone - nu le recomandPozitiv: rezistente la ploaie torentiala, am pedalat 40 minute cu ele in urechi pe o ploaie torentiala si s-au comportat exemplar. Sunt usoare, se fixeaza ok in urechi, nu par sa cada usor. Se aude mediul inconjurator, nu te separa in mod periculos.",Nemultumirea mea porneste de la faptul ca aceste casti nu pot fi testate in magazin,-1.0,testare,"Nemultumirea mea porneste de la faptul ca aceste casti nu pot fi testate in magazin; Din fericire se fixeaza bine si nu par sa cada; NU poti efectua apel prin apasare dubla pe buton, NU poti sa te conectezi cu Siri prin apasare lunga pe buton; conectivitate redusa cu IPhone; Pozitiv: rezistente la ploaie torentiala; s-au comportat exemplar; Sunt usoare, se fixeaza ok in urechi, nu par sa cada usor. Se aude mediul inconjurator, nu te separa in mod periculos; ",testare; utilizare; functionare; compatibilitate; rezistenta; calitate; proprietati; 
2298,2298,ayY82f72nnKNIJczhYY4j3SQZyUu-1733113___rating_5.txt,Produse de calitate la preturi accesibile si livrare rapid. Recomand tuturor.,Produse de calitate la preturi accesibile,1.0,pret-calitate,Produse de calitate la preturi accesibile; livrare rapid; Recomand tuturor; ,pret-calitate; livrare; experienta; 
2301,2301,aYYll3DlpCIPzduvoWJLKHs4EV4O-4440733___rating_3.txt,"Nu am gasit marimea 40 la un model de adidasi de dama, cu toate ca din celelalte marimi erau cu zecile.","Nu am gasit marimea 40 la un model de adidasi de dama, cu toate ca din celelalte marimi erau cu zecile",-1.0,disponibilitate,"Nu am gasit marimea 40 la un model de adidasi de dama, cu toate ca din celelalte marimi erau cu zecile; ",disponibilitate; 
2302,2302,aZ0vFXSw3PSaM2K.EeI8hkE2qZCm-3356928___rating_3.txt,Am căutat împerechere de adidași măsura 27 ... la orice model as fi luat pentru copil și nu am gasit,Am căutat împerechere de adidași măsura 27 ... la orice model as fi luat pentru copil și nu am gasit,-1.0,disponibilitate,Am căutat împerechere de adidași măsura 27 ... la orice model as fi luat pentru copil și nu am gasit; ,disponibilitate; 
